Node,Depth,Value,Alpha,Beta
B4,9,Infinity,6,7
A2,10,10,6,7
B4,9,10,6,7
A3,10,10,6,7
B4,9,10,6,7
A4,10,Infinity,6,7
A2,10,9,6,7
A4,10,9,6,7
A3,10,9,6,7
A4,10,9,6,7
B4,9,9,6,7
B5,9,9,6,7
B2,9,9,6,7
B5,9,9,6,7
B4,9,9,6,7
B5,9,9,6,7
B3,9,9,6,7
B5,9,9,6,7
B5,9,9,5,7
B4,9,9,0,7
A5,8,9,0,7
B3,7,9,0,7
B4,7,9,0,7
A3,6,9,0,7
A2,6,9,0,7
A5,6,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,Infinity,0,7
A3,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,Infinity,0,7
A4,10,-24,0,7
A2,10,-24,0,7
B2,9,-24,0,7
A3,8,-24,0,7
B3,9,Infinity,0,7
A2,10,-12,0,7
B3,9,-12,0,7
A3,8,-12,0,7
B4,9,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,Infinity,0,7
A4,10,-24,0,7
A2,10,-24,0,7
B2,9,-24,0,7
B4,9,-24,0,7
B3,9,Infinity,0,7
A2,10,-11,0,7
B3,9,-11,0,7
B4,9,-11,0,7
B5,9,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,Infinity,0,7
A4,10,-24,0,7
A2,10,-24,0,7
B2,9,-24,0,7
B5,9,-24,0,7
B3,9,Infinity,0,7
A2,10,-10,0,7
B3,9,-10,0,7
B5,9,-10,0,7
B4,9,-10,0,7
A3,8,-10,0,7
A2,8,-10,0,7
B2,7,-10,0,7
A5,6,-10,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,6,0,7
B2,9,6,0,6
A5,10,7,0,6
B2,9,6,0,6
A2,8,6,6,7
B4,9,-Infinity,6,7
B2,9,Infinity,6,7
A4,10,7,6,7
B2,9,7,6,7
A5,10,8,6,7
B2,9,7,6,7
B4,9,7,6,7
A2,8,7,6,7
B3,7,7,0,7
A4,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,7,0,7
B2,9,7,0,7
A3,10,8,0,7
B2,9,7,0,7
A5,10,4,0,7
B2,9,4,0,4
A4,8,4,4,7
B4,9,-Infinity,4,7
B2,9,Infinity,4,7
A2,10,9,4,7
B2,9,9,4,7
A3,10,10,4,7
B2,9,9,4,7
A5,10,9,4,7
B2,9,9,4,7
B4,9,9,4,7
A4,8,9,4,7
B3,7,7,0,7
A5,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,7,0,7
B2,9,7,0,7
A4,10,Infinity,0,7
A2,10,6,0,7
A4,10,6,0,6
A3,10,7,0,6
A4,10,6,0,6
B2,9,6,0,6
A5,8,6,6,7
B4,9,-Infinity,6,7
B2,9,Infinity,6,7
A2,10,22,6,7
B2,9,22,6,7
B4,9,22,6,7
A5,8,22,6,7
B3,7,7,0,7
A5,6,7,0,7
A2,6,7,0,7
B2,5,7,0,7
A3,6,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A5,10,-3,0,7
B2,9,-3,0,7
A2,8,-3,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-5,0,7
A2,10,-5,0,7
B3,9,-5,0,7
A2,8,-3,0,7
B4,9,-Infinity,0,7
B2,9,Infinity,0,7
A5,10,-2,0,7
B2,9,-2,0,7
B4,9,-2,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-4,0,7
A2,10,-4,0,7
B3,9,-4,0,7
B4,9,-2,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-2,0,7
A2,10,-2,0,7
B5,9,-2,0,7
B4,9,-2,0,7
A2,8,-2,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-5,0,7
A2,10,-5,0,7
B5,9,-5,0,7
A2,8,-2,0,7
B2,7,-2,0,7
A3,6,-2,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A3,10,-2,0,7
B2,9,-2,0,7
A2,8,-2,0,7
B3,9,Infinity,0,7
A3,10,-5,0,7
B3,9,-5,0,7
A2,8,-2,0,7
B4,9,Infinity,0,7
A3,10,-4,0,7
B4,9,-4,0,7
A2,8,-2,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,Infinity,0,7
A2,10,Infinity,0,7
A4,10,-8,0,7
A2,10,-8,0,7
A3,10,-8,0,7
A2,10,-8,0,7
B5,9,-8,0,7
A2,8,-2,0,7
B3,7,-2,0,7
A3,6,-2,0,7
B4,7,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A5,10,-2,0,7
B2,9,-2,0,7
A2,8,-2,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-4,0,7
A2,10,-4,0,7
B3,9,-4,0,7
A2,8,-2,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-2,0,7
A2,10,-2,0,7
B5,9,-2,0,7
A2,8,-2,0,7
B2,7,-2,0,7
B4,7,-2,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A3,10,-1,0,7
B2,9,-1,0,7
A2,8,-1,0,7
B3,9,Infinity,0,7
A3,10,-4,0,7
B3,9,-4,0,7
A2,8,-1,0,7
B4,9,-Infinity,0,7
B2,9,Infinity,0,7
A3,10,0,0,7
B2,9,0,0,7
B4,9,0,0,7
B3,9,Infinity,0,7
A3,10,-3,0,7
B3,9,-3,0,7
B4,9,0,0,7
B5,9,-Infinity,0,7
B2,9,-Infinity,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,Infinity,0,7
A2,10,Infinity,0,7
A4,10,1,0,7
A2,10,1,0,1
A5,10,1,0,1
A2,10,1,0,1
A3,10,1,0,1
A4,10,3,0,1
A3,10,1,0,1
A5,10,2,0,1
A3,10,1,0,1
A2,10,1,0,1
A4,10,3,0,1
A2,10,1,0,1
A5,10,3,0,1
A2,10,1,0,1
B3,9,1,0,1
A3,10,Infinity,0,1
A2,10,3,0,1
A3,10,3,0,1
A4,10,4,0,1
A3,10,3,0,1
A5,10,3,0,1
A3,10,3,0,1
B3,9,1,0,1
A4,10,5,0,1
B3,9,1,0,1
A5,10,4,0,1
B3,9,1,0,1
B2,9,1,1,7
B4,9,-Infinity,1,7
B3,9,Infinity,1,7
A2,10,Infinity,1,7
A3,10,Infinity,1,7
A2,10,Infinity,1,7
A4,10,2,1,7
A2,10,2,1,2
A5,10,2,1,2
A2,10,2,1,2
A3,10,2,1,2
A4,10,4,1,2
A3,10,2,1,2
A5,10,3,1,2
A3,10,2,1,2
A2,10,2,1,2
A4,10,4,1,2
A2,10,2,1,2
A5,10,4,1,2
A2,10,2,1,2
B3,9,2,1,2
A3,10,Infinity,1,2
A2,10,4,1,2
A3,10,4,1,2
A4,10,5,1,2
A3,10,4,1,2
A5,10,4,1,2
A3,10,4,1,2
B3,9,2,1,2
A4,10,6,1,2
B3,9,2,1,2
A5,10,5,1,2
B3,9,2,1,2
B4,9,2,2,7
B5,9,Infinity,2,7
A2,10,Infinity,2,7
A3,10,Infinity,2,7
A2,10,Infinity,2,7
A4,10,Infinity,2,7
A2,10,Infinity,2,7
A3,10,0,2,7
A2,10,0,2,7
A4,10,0,2,7
A2,10,0,2,7
A3,10,0,2,7
A2,10,0,2,7
B5,9,0,2,7
B4,9,2,2,7
B2,9,2,2,7
B5,9,Infinity,2,7
A2,10,Infinity,2,7
A3,10,Infinity,2,7
A2,10,Infinity,2,7
A4,10,1,2,7
A2,10,1,2,7
A3,10,1,2,7
A2,10,1,2,7
B5,9,1,2,7
B2,9,2,2,7
B5,9,2,2,7
B3,9,-Infinity,2,7
B2,9,-Infinity,2,7
B3,9,Infinity,2,7
A2,10,Infinity,2,7
A3,10,Infinity,2,7
A2,10,Infinity,2,7
A4,10,1,2,7
A2,10,1,2,7
A3,10,1,2,7
A2,10,1,2,7
B3,9,1,2,7
B2,9,1,2,7
B4,9,Infinity,2,7
A2,10,Infinity,2,7
A3,10,Infinity,2,7
A2,10,Infinity,2,7
A4,10,2,2,7
A2,10,2,2,7
A3,10,2,2,7
A2,10,2,2,7
B4,9,2,2,7
B2,9,2,2,7
B5,9,Infinity,2,7
A2,10,Infinity,2,7
A3,10,Infinity,2,7
A2,10,Infinity,2,7
A4,10,Infinity,2,7
A2,10,Infinity,2,7
A3,10,0,2,7
A2,10,0,2,7
A4,10,0,2,7
A2,10,0,2,7
A3,10,0,2,7
A2,10,0,2,7
B5,9,0,2,7
B2,9,2,2,7
B3,9,2,2,7
B4,9,-Infinity,2,7
B2,9,-Infinity,2,7
B3,9,Infinity,2,7
A2,10,Infinity,2,7
A3,10,Infinity,2,7
A2,10,Infinity,2,7
A4,10,2,2,7
A2,10,2,2,7
A3,10,2,2,7
A2,10,2,2,7
B3,9,2,2,7
B2,9,2,2,7
B4,9,Infinity,2,7
A2,10,Infinity,2,7
A3,10,Infinity,2,7
A2,10,Infinity,2,7
A4,10,2,2,7
A2,10,2,2,7
A3,10,2,2,7
A2,10,2,2,7
B4,9,2,2,7
B2,9,2,2,7
B5,9,Infinity,2,7
A2,10,Infinity,2,7
A3,10,5,2,7
A2,10,5,2,5
A4,10,Infinity,2,5
A2,10,Infinity,2,5
A3,10,3,2,5
A2,10,3,2,3
A5,10,3,2,3
A2,10,3,2,3
A4,10,3,2,3
A3,10,4,2,3
A4,10,3,2,3
A5,10,4,2,3
A4,10,3,2,3
A2,10,3,2,3
A5,10,5,2,3
A2,10,3,2,3
B5,9,3,2,3
A3,10,6,2,3
B5,9,3,2,3
A4,10,Infinity,2,3
A2,10,5,2,3
A4,10,5,2,3
A3,10,5,2,3
A4,10,5,2,3
A5,10,5,2,3
A4,10,5,2,3
B5,9,3,2,3
A5,10,6,2,3
B5,9,3,2,3
B2,9,3,3,7
B4,9,3,3,7
B5,9,Infinity,3,7
A2,10,Infinity,3,7
A3,10,Infinity,3,7
A2,10,Infinity,3,7
A4,10,Infinity,3,7
A2,10,Infinity,3,7
A3,10,-12,3,7
A2,10,-12,3,7
A4,10,-12,3,7
A2,10,-12,3,7
A3,10,-12,3,7
A2,10,-12,3,7
B5,9,-12,3,7
B4,9,3,3,7
B3,9,3,3,7
B5,9,Infinity,3,7
A2,10,Infinity,3,7
A3,10,Infinity,3,7
A2,10,Infinity,3,7
A4,10,-3,3,7
A2,10,-3,3,7
A3,10,-3,3,7
A2,10,-3,3,7
B5,9,-3,3,7
B3,9,3,3,7
B5,9,3,3,7
B4,9,Infinity,3,7
A2,10,Infinity,3,7
A3,10,Infinity,3,7
A2,10,Infinity,3,7
A4,10,-5,3,7
A2,10,-5,3,7
A3,10,-5,3,7
A2,10,-5,3,7
B4,9,-5,3,7
B5,9,3,3,7
B5,9,-Infinity,3,7
B2,9,-Infinity,3,7
B3,9,Infinity,3,7
A2,10,Infinity,3,7
A3,10,Infinity,3,7
A2,10,Infinity,3,7
A4,10,2,3,7
A2,10,2,3,7
A3,10,2,3,7
A2,10,2,3,7
B3,9,2,3,7
B2,9,2,3,7
B4,9,-Infinity,3,7
B3,9,Infinity,3,7
A2,10,Infinity,3,7
A3,10,Infinity,3,7
A2,10,Infinity,3,7
A4,10,3,3,7
A2,10,3,3,7
A3,10,3,3,7
A2,10,3,3,7
B3,9,3,3,7
B4,9,3,3,7
B5,9,Infinity,3,7
A2,10,Infinity,3,7
A3,10,Infinity,3,7
A2,10,Infinity,3,7
A4,10,3,3,7
A2,10,3,3,7
A3,10,3,3,7
A2,10,3,3,7
B5,9,3,3,7
B4,9,3,3,7
B2,9,3,3,7
B5,9,-Infinity,3,7
B3,9,Infinity,3,7
A2,10,Infinity,3,7
A3,10,Infinity,3,7
A2,10,Infinity,3,7
A4,10,3,3,7
A2,10,3,3,7
A3,10,3,3,7
A2,10,3,3,7
B3,9,3,3,7
B5,9,3,3,7
B4,9,-Infinity,3,7
B3,9,Infinity,3,7
A2,10,Infinity,3,7
A3,10,Infinity,3,7
A2,10,Infinity,3,7
A4,10,4,3,7
A2,10,4,3,4
A5,10,4,3,4
A2,10,4,3,4
A3,10,4,3,4
A4,10,6,3,4
A3,10,4,3,4
A5,10,5,3,4
A3,10,4,3,4
A2,10,4,3,4
A4,10,6,3,4
A2,10,4,3,4
A5,10,6,3,4
A2,10,4,3,4
B3,9,4,3,4
A3,10,Infinity,3,4
A2,10,6,3,4
A3,10,6,3,4
A4,10,7,3,4
A3,10,6,3,4
A5,10,6,3,4
A3,10,6,3,4
B3,9,4,3,4
A4,10,8,3,4
B3,9,4,3,4
A5,10,7,3,4
B3,9,4,3,4
B4,9,4,4,7
B5,9,-Infinity,4,7
B3,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,Infinity,4,7
A2,10,Infinity,4,7
A4,10,5,4,7
A2,10,5,4,5
A5,10,5,4,5
A2,10,5,4,5
A3,10,5,4,5
A4,10,7,4,5
A3,10,5,4,5
A5,10,6,4,5
A3,10,5,4,5
A2,10,5,4,5
A4,10,7,4,5
A2,10,5,4,5
A5,10,7,4,5
A2,10,5,4,5
B3,9,5,4,5
A3,10,Infinity,4,5
A2,10,7,4,5
A3,10,7,4,5
A4,10,8,4,5
A3,10,7,4,5
A5,10,7,4,5
A3,10,7,4,5
B3,9,5,4,5
A4,10,9,4,5
B3,9,5,4,5
A5,10,8,4,5
B3,9,5,4,5
B5,9,5,5,7
B4,9,5,5,7
B5,9,5,5,7
B2,9,5,5,7
B5,9,5,5,7
B3,9,-Infinity,5,7
B2,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,2,5,7
A2,10,2,5,7
A3,10,2,5,7
A2,10,2,5,7
B3,9,2,5,7
B2,9,2,5,7
B4,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,3,5,7
A2,10,3,5,7
A3,10,3,5,7
A2,10,3,5,7
B4,9,3,5,7
B2,9,3,5,7
B5,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,3,5,7
A2,10,3,5,7
A3,10,3,5,7
A2,10,3,5,7
B5,9,3,5,7
B2,9,3,5,7
B3,9,3,5,7
B4,9,-Infinity,5,7
B2,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,3,5,7
A2,10,3,5,7
A3,10,3,5,7
A2,10,3,5,7
B3,9,3,5,7
B2,9,3,5,7
B4,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,3,5,7
A2,10,3,5,7
A3,10,3,5,7
A2,10,3,5,7
B4,9,3,5,7
B2,9,3,5,7
B5,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,Infinity,5,7
A2,10,Infinity,5,7
A3,10,2,5,7
A2,10,2,5,7
A4,10,2,5,7
A2,10,2,5,7
A3,10,2,5,7
A2,10,2,5,7
B5,9,2,5,7
B2,9,3,5,7
B4,9,3,5,7
B5,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,-10,5,7
A2,10,-10,5,7
A3,10,-10,5,7
A2,10,-10,5,7
B5,9,-10,5,7
B4,9,3,5,7
B3,9,3,5,7
B5,9,-Infinity,5,7
B2,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,3,5,7
A2,10,3,5,7
A3,10,3,5,7
A2,10,3,5,7
B3,9,3,5,7
B2,9,3,5,7
B4,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,4,5,7
A2,10,4,5,7
A3,10,4,5,7
A2,10,4,5,7
B4,9,4,5,7
B2,9,4,5,7
B5,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,4,5,7
A2,10,4,5,7
A3,10,4,5,7
A2,10,4,5,7
B3,9,4,5,7
B5,9,4,5,7
B4,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,5,5,7
A2,10,5,5,7
A3,10,5,5,7
A2,10,5,5,7
B4,9,5,5,7
B5,9,5,5,7
B2,9,5,5,7
B5,9,5,5,7
B4,9,-Infinity,5,7
B2,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,4,5,7
A2,10,4,5,7
A3,10,4,5,7
A2,10,4,5,7
B3,9,4,5,7
B2,9,4,5,7
B4,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,4,5,7
A2,10,4,5,7
A3,10,4,5,7
A2,10,4,5,7
B4,9,4,5,7
B2,9,4,5,7
B5,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,5,5,7
A2,10,5,5,7
A3,10,5,5,7
A2,10,5,5,7
B5,9,5,5,7
B2,9,5,5,7
B4,9,5,5,7
B5,9,-Infinity,5,7
B2,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,5,5,7
A2,10,5,5,7
A3,10,5,5,7
A2,10,5,5,7
B3,9,5,5,7
B2,9,5,5,7
B4,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,5,5,7
A2,10,5,5,7
A3,10,5,5,7
A2,10,5,5,7
B4,9,5,5,7
B2,9,5,5,7
B5,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,Infinity,5,7
A3,10,Infinity,5,7
A2,10,Infinity,5,7
A4,10,6,5,7
A2,10,6,5,6
A5,10,6,5,6
A2,10,6,5,6
A3,10,6,5,6
A4,10,8,5,6
A3,10,6,5,6
A5,10,7,5,6
A3,10,6,5,6
A2,10,6,5,6
A4,10,8,5,6
A2,10,6,5,6
A5,10,8,5,6
A2,10,6,5,6
B3,9,6,5,6
A3,10,Infinity,5,6
A2,10,8,5,6
A3,10,8,5,6
A4,10,9,5,6
A3,10,8,5,6
A5,10,8,5,6
A3,10,8,5,6
B3,9,6,5,6
A4,10,10,5,6
B3,9,6,5,6
A5,10,9,5,6
B3,9,6,5,6
B5,9,6,6,7
B4,9,Infinity,6,7
A2,10,Infinity,6,7
A3,10,Infinity,6,7
A2,10,Infinity,6,7
A4,10,14,6,7
A2,10,14,6,7
A3,10,14,6,7
A4,10,16,6,7
A3,10,14,6,7
A2,10,14,6,7
A4,10,16,6,7
A2,10,14,6,7
B4,9,14,6,7
A3,10,Infinity,6,7
A2,10,16,6,7
A3,10,16,6,7
A4,10,17,6,7
A3,10,16,6,7
B4,9,14,6,7
A4,10,18,6,7
B4,9,14,6,7
B5,9,14,6,7
B2,9,14,5,7
B5,9,14,5,7
B4,9,14,5,7
B5,9,14,5,7
B3,9,14,5,7
B5,9,14,5,7
B5,9,14,3,7
B4,9,14,0,7
A2,8,14,0,7
B3,7,14,0,7
A3,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,0,0,7
B2,9,0,0,7
A3,8,0,0,7
B3,9,Infinity,0,7
A2,10,0,0,7
B3,9,0,0,7
A3,8,0,0,7
B4,9,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,3,0,7
B2,9,3,0,3
A5,10,3,0,3
B2,9,3,0,3
B4,9,3,3,7
B3,9,Infinity,3,7
A2,10,3,3,7
B3,9,3,3,7
B4,9,3,3,7
B5,9,-Infinity,3,7
B2,9,Infinity,3,7
A2,10,3,3,7
B2,9,3,3,7
B5,9,3,3,7
B3,9,Infinity,3,7
A2,10,3,3,7
B3,9,3,3,7
B5,9,3,3,7
B4,9,Infinity,3,7
A2,10,3,3,7
B4,9,3,3,7
B5,9,3,3,7
B5,9,-Infinity,3,7
B2,9,Infinity,3,7
A2,10,12,3,7
B2,9,12,3,7
A3,10,13,3,7
B2,9,12,3,7
A4,10,13,3,7
B2,9,12,3,7
B5,9,12,3,7
B5,9,12,3,7
B4,9,12,3,7
A3,8,12,0,7
B3,7,12,0,7
A4,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,0,0,7
B2,9,0,0,7
A4,8,0,0,7
B3,9,Infinity,0,7
A2,10,0,0,7
B3,9,0,0,7
A4,8,0,0,7
B4,9,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,2,0,7
B2,9,2,0,2
A3,10,Infinity,0,2
A2,10,1,0,2
A3,10,1,0,1
A5,10,1,0,1
A3,10,1,0,1
B2,9,1,0,1
A5,10,2,0,1
B2,9,1,0,1
B4,9,1,1,7
B3,9,Infinity,1,7
A2,10,2,1,7
B3,9,2,1,2
A3,10,Infinity,1,2
A2,10,1,1,2
A3,10,1,1,2
B3,9,1,1,2
B4,9,1,1,7
B5,9,-Infinity,1,7
B2,9,Infinity,1,7
A2,10,3,1,7
B2,9,3,1,3
A3,10,3,1,3
B2,9,3,1,3
A4,10,4,1,3
B2,9,3,1,3
A5,10,3,1,3
B2,9,3,1,3
B5,9,3,3,7
B3,9,Infinity,3,7
A2,10,3,3,7
B3,9,3,3,7
B5,9,3,3,7
B4,9,Infinity,3,7
A2,10,3,3,7
B4,9,3,3,7
B5,9,3,3,7
B5,9,-Infinity,3,7
B2,9,Infinity,3,7
A2,10,12,3,7
B2,9,12,3,7
A3,10,12,3,7
B2,9,12,3,7
A4,10,13,3,7
B2,9,12,3,7
B5,9,12,3,7
B5,9,12,3,7
B4,9,12,1,7
A4,8,12,0,7
B3,7,12,0,7
A5,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,-1,0,7
B2,9,-1,0,7
A5,8,-1,0,7
B3,9,Infinity,0,7
A2,10,-1,0,7
B3,9,-1,0,7
A5,8,-1,0,7
B4,9,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,0,0,7
B2,9,0,0,7
B4,9,0,0,7
B3,9,Infinity,0,7
A2,10,0,0,7
B3,9,0,0,7
B4,9,0,0,7
B5,9,-Infinity,0,7
B2,9,-Infinity,0,7
B3,9,Infinity,0,7
A2,10,4,0,7
B3,9,4,0,4
A3,10,4,0,4
B3,9,4,0,4
A4,10,Infinity,0,4
A2,10,3,0,4
A4,10,3,0,3
A3,10,3,0,3
A4,10,3,0,3
A5,10,4,0,3
A4,10,3,0,3
B3,9,3,0,3
A5,10,5,0,3
B3,9,3,0,3
B2,9,3,3,7
B4,9,-Infinity,3,7
B3,9,Infinity,3,7
A2,10,5,3,7
B3,9,5,3,5
A3,10,5,3,5
B3,9,5,3,5
A4,10,Infinity,3,5
A2,10,4,3,5
A4,10,4,3,4
A3,10,4,3,4
A4,10,4,3,4
A5,10,5,3,4
A4,10,4,3,4
B3,9,4,3,4
A5,10,6,3,4
B3,9,4,3,4
B4,9,4,4,7
B5,9,Infinity,4,7
A2,10,5,4,7
B5,9,5,4,5
A3,10,5,4,5
B5,9,5,4,5
A4,10,5,4,5
B5,9,5,4,5
A5,10,6,4,5
B5,9,5,4,5
B4,9,5,5,7
B2,9,5,5,7
B5,9,Infinity,5,7
A2,10,4,5,7
B5,9,4,5,7
B2,9,5,5,7
B5,9,5,5,7
B3,9,-Infinity,5,7
B2,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,4,5,7
B3,9,4,5,7
B2,9,4,5,7
B4,9,Infinity,5,7
A2,10,5,5,7
B4,9,5,5,7
B2,9,5,5,7
B5,9,Infinity,5,7
A2,10,5,5,7
B5,9,5,5,7
B2,9,5,5,7
B3,9,5,5,7
B4,9,-Infinity,5,7
B2,9,-Infinity,5,7
B3,9,Infinity,5,7
A2,10,5,5,7
B3,9,5,5,7
B2,9,5,5,7
B4,9,Infinity,5,7
A2,10,5,5,7
B4,9,5,5,7
B2,9,5,5,7
B5,9,Infinity,5,7
A2,10,6,5,7
B5,9,6,5,6
A3,10,6,5,6
B5,9,6,5,6
A4,10,6,5,6
B5,9,6,5,6
A5,10,7,5,6
B5,9,6,5,6
B2,9,6,6,7
B4,9,6,6,7
B5,9,Infinity,6,7
A2,10,5,6,7
B5,9,5,6,7
B4,9,6,6,7
B3,9,6,6,7
B5,9,Infinity,6,7
A2,10,4,6,7
B5,9,4,6,7
B3,9,6,6,7
B5,9,6,6,7
B4,9,Infinity,6,7
A2,10,2,6,7
B4,9,2,6,7
B5,9,6,6,7
B5,9,-Infinity,6,7
B2,9,-Infinity,6,7
B3,9,Infinity,6,7
A2,10,5,6,7
B3,9,5,6,7
B2,9,5,6,7
B4,9,-Infinity,6,7
B3,9,Infinity,6,7
A2,10,6,6,7
B3,9,6,6,7
B4,9,6,6,7
B5,9,Infinity,6,7
A2,10,6,6,7
B5,9,6,6,7
B4,9,6,6,7
B2,9,6,6,7
B5,9,-Infinity,6,7
B3,9,Infinity,6,7
A2,10,6,6,7
B3,9,6,6,7
B5,9,6,6,7
B4,9,-Infinity,6,7
B3,9,Infinity,6,7
A2,10,7,6,7
B3,9,7,6,7
A3,10,7,6,7
B3,9,7,6,7
A4,10,Infinity,6,7
A2,10,6,6,7
A4,10,6,6,7
B3,9,6,6,7
B4,9,6,6,7
B5,9,-Infinity,6,7
B3,9,Infinity,6,7
A2,10,8,6,7
B3,9,8,6,7
A3,10,8,6,7
B3,9,8,6,7
A4,10,Infinity,6,7
A2,10,7,6,7
A4,10,7,6,7
A3,10,7,6,7
A4,10,7,6,7
A5,10,8,6,7
A4,10,7,6,7
B3,9,7,6,7
A5,10,9,6,7
B3,9,7,6,7
B5,9,7,6,7
B4,9,7,6,7
B5,9,7,6,7
B2,9,7,6,7
B5,9,7,6,7
B5,9,7,6,7
B4,9,7,0,7
A5,8,7,0,7
B3,7,7,0,7
B4,7,7,0,7
A3,6,7,0,7
B2,5,7,0,7
A5,6,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A3,10,-11,0,7
B2,9,-11,0,7
A2,8,-11,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-3,0,7
A2,10,-3,0,7
B3,9,-3,0,7
A2,8,-3,0,7
B4,9,Infinity,0,7
A3,10,-12,0,7
B4,9,-12,0,7
A2,8,-3,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-3,0,7
A2,10,-3,0,7
B5,9,-3,0,7
A2,8,-3,0,7
B2,7,-3,0,7
A5,6,-3,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,7,0,7
B2,9,7,0,7
A5,10,8,0,7
B2,9,7,0,7
A2,8,7,0,7
B3,7,7,0,7
A4,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,8,0,7
B2,9,8,0,7
A3,10,9,0,7
B2,9,8,0,7
A5,10,5,0,7
B2,9,5,0,5
A4,8,5,5,7
B4,9,-Infinity,5,7
B2,9,Infinity,5,7
A2,10,10,5,7
B2,9,10,5,7
A3,10,11,5,7
B2,9,10,5,7
A5,10,10,5,7
B2,9,10,5,7
B4,9,10,5,7
A4,8,10,5,7
B3,7,7,0,7
A5,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,8,0,7
B2,9,8,0,7
A4,10,Infinity,0,7
A2,10,7,0,7
