Node,Depth,Value,Alpha,Beta
B2,9,9,-5,-3
A3,10,12,-5,-3
B2,9,9,-5,-3
A5,8,9,-5,-3
B5,7,-3,-5,-3
A5,6,-3,-3,0
A3,6,-3,-5,-3
B4,5,-3,-5,-3
A4,6,-Infinity,-5,-3
B2,7,Infinity,-5,-3
A2,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A3,10,-2,-5,-3
B2,9,-2,-5,-3
A4,10,-1,-5,-3
B2,9,-2,-5,-3
A5,10,-1,-5,-3
B2,9,-2,-5,-3
A2,8,-2,-5,-3
B2,7,-2,-5,-3
A3,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A2,10,-4,-5,-3
B2,9,-4,-5,-4
A5,10,-4,-5,-4
B2,9,-4,-5,-4
A3,8,-4,-4,-3
B3,9,Infinity,-4,-3
A2,10,-4,-4,-3
B3,9,-4,-4,-3
A3,8,-4,-4,-3
B4,9,-Infinity,-4,-3
B2,9,Infinity,-4,-3
A2,10,-3,-4,-3
B2,9,-3,-4,-3
A5,10,-1,-4,-3
B2,9,-3,-4,-3
B4,9,-3,-4,-3
A3,8,-3,-4,-3
B2,7,-3,-5,-3
A5,8,-Infinity,-5,-3
B3,9,Infinity,-5,-3
A2,10,-3,-5,-3
B3,9,-3,-5,-3
A3,10,-3,-5,-3
B3,9,-3,-5,-3
A5,10,-4,-5,-3
B3,9,-4,-5,-4
A5,8,-4,-4,-3
B5,9,Infinity,-4,-3
A2,10,-4,-4,-3
B5,9,-4,-4,-3
A5,8,-4,-4,-3
B2,7,-4,-5,-4
A4,6,-4,-4,-3
B3,7,-Infinity,-4,-3
B2,7,Infinity,-4,-3
A2,8,-Infinity,-4,-3
B2,9,Infinity,-4,-3
A3,10,-1,-4,-3
B2,9,-1,-4,-3
A4,10,0,-4,-3
B2,9,-1,-4,-3
A5,10,0,-4,-3
B2,9,-1,-4,-3
A2,8,-1,-4,-3
B2,7,-1,-4,-3
A3,8,-Infinity,-4,-3
B2,9,Infinity,-4,-3
A2,10,-3,-4,-3
B2,9,-3,-4,-3
A5,10,-4,-4,-3
B2,9,-4,-4,-3
A3,8,-4,-4,-3
B3,9,Infinity,-4,-3
A2,10,-4,-4,-3
B3,9,-4,-4,-3
A3,8,-4,-4,-3
B4,9,Infinity,-4,-3
A2,10,-3,-4,-3
B4,9,-3,-4,-3
A5,10,-1,-4,-3
B4,9,-3,-4,-3
A3,8,-3,-4,-3
B2,7,-3,-4,-3
A5,8,-Infinity,-4,-3
B3,9,Infinity,-4,-3
A2,10,-3,-4,-3
B3,9,-3,-4,-3
A3,10,-3,-4,-3
B3,9,-3,-4,-3
A5,8,-3,-4,-3
B2,7,-3,-4,-3
B3,7,-3,-4,-3
A4,6,-3,-4,-3
B4,5,-3,-5,-3
A5,6,-Infinity,-5,-3
B2,7,Infinity,-5,-3
A2,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A3,10,Infinity,-5,-3
A2,10,Infinity,-5,-3
A4,10,-6,-5,-3
A2,10,-6,-5,-3
A3,10,-6,-5,-3
B2,9,-6,-5,-3
A2,8,-6,-5,-3
B3,9,Infinity,-5,-3
A3,10,Infinity,-5,-3
A2,10,Infinity,-5,-3
A4,10,-6,-5,-3
A2,10,-6,-5,-3
A3,10,-6,-5,-3
B3,9,-6,-5,-3
A2,8,-6,-5,-3
B4,9,Infinity,-5,-3
A3,10,Infinity,-5,-3
A2,10,Infinity,-5,-3
A4,10,-5,-5,-3
A2,10,-5,-5,-3
A3,10,-5,-5,-3
B4,9,-5,-5,-3
A2,8,-5,-5,-3
B5,9,Infinity,-5,-3
A2,10,Infinity,-5,-3
A3,10,-1,-5,-3
A2,10,-1,-5,-3
A4,10,-1,-5,-3
A2,10,-1,-5,-3
A5,10,0,-5,-3
A2,10,-1,-5,-3
B5,9,-1,-5,-3
A3,10,0,-5,-3
B5,9,-1,-5,-3
A4,10,0,-5,-3
B5,9,-1,-5,-3
A5,10,1,-5,-3
B5,9,-1,-5,-3
A2,8,-1,-5,-3
B2,7,-1,-5,-3
A3,8,Infinity,-5,-3
A2,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A4,10,-9,-5,-3
B2,9,-9,-5,-3
A2,8,-9,-5,-3
B4,9,Infinity,-5,-3
A4,10,-9,-5,-3
B4,9,-9,-5,-3
A2,8,-9,-5,-3
B5,9,Infinity,-5,-3
A2,10,Infinity,-5,-3
A3,10,-9,-5,-3
A2,10,-9,-5,-3
B5,9,-9,-5,-3
A2,8,-9,-5,-3
A3,8,-9,-5,-3
B2,7,-9,-5,-3
A5,6,-9,-5,-3
B3,7,Infinity,-5,-3
A2,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A3,10,Infinity,-5,-3
A2,10,Infinity,-5,-3
A4,10,-8,-5,-3
A2,10,-8,-5,-3
A3,10,-8,-5,-3
B2,9,-8,-5,-3
A2,8,-8,-5,-3
B3,9,Infinity,-5,-3
A3,10,Infinity,-5,-3
A2,10,Infinity,-5,-3
A4,10,-8,-5,-3
A2,10,-8,-5,-3
A3,10,-8,-5,-3
B3,9,-8,-5,-3
A2,8,-8,-5,-3
B4,9,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A3,10,Infinity,-5,-3
A2,10,Infinity,-5,-3
A5,10,20,-5,-3
A2,10,20,-5,-3
A3,10,20,-5,-3
A5,10,9,-5,-3
A3,10,9,-5,-3
B2,9,9,-5,-3
A5,10,10,-5,-3
B2,9,9,-5,-3
B4,9,9,-5,-3
A2,8,9,-5,-3
B3,7,9,-5,-3
A3,8,Infinity,-5,-3
A2,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A4,10,-9,-5,-3
B2,9,-9,-5,-3
A2,8,-9,-5,-3
B4,9,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A5,10,18,-5,-3
B2,9,18,-5,-3
B4,9,18,-5,-3
A2,8,18,-5,-3
A3,8,18,-5,-3
A4,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A2,10,-14,-5,-3
B2,9,-14,-5,-3
A4,8,-14,-5,-3
B3,9,Infinity,-5,-3
A2,10,-16,-5,-3
B3,9,-16,-5,-3
A4,8,-14,-5,-3
B4,9,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A2,10,-12,-5,-3
B2,9,-12,-5,-3
B4,9,-12,-5,-3
B3,9,Infinity,-5,-3
A2,10,-14,-5,-3
B3,9,-14,-5,-3
B4,9,-12,-5,-3
B5,9,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A2,10,-11,-5,-3
B2,9,-11,-5,-3
B5,9,-11,-5,-3
B3,9,Infinity,-5,-3
A2,10,-13,-5,-3
B3,9,-13,-5,-3
B5,9,-11,-5,-3
B4,9,-11,-5,-3
A4,8,-11,-5,-3
A3,8,-11,-5,-3
B3,7,-11,-5,-3
A5,6,-9,-5,-3
B5,7,Infinity,-5,-3
A2,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A3,10,0,-5,-3
B2,9,0,-5,-3
A4,10,0,-5,-3
B2,9,0,-5,-3
A5,10,1,-5,-3
B2,9,0,-5,-3
A2,8,0,-5,-3
B5,7,0,-5,-3
A3,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A2,10,0,-5,-3
B2,9,0,-5,-3
A4,10,-1,-5,-3
B2,9,-1,-5,-3
A3,8,-1,-5,-3
B5,7,-1,-5,-3
A4,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A2,10,-4,-5,-3
B2,9,-4,-5,-4
A3,10,-2,-5,-4
B2,9,-4,-5,-4
A5,10,-1,-5,-4
B2,9,-4,-5,-4
A4,8,-4,-4,-3
B3,9,Infinity,-4,-3
A2,10,-6,-4,-3
B3,9,-6,-4,-3
A4,8,-4,-4,-3
B5,9,-Infinity,-4,-3
B2,9,Infinity,-4,-3
A2,10,0,-4,-3
B2,9,0,-4,-3
A3,10,2,-4,-3
B2,9,0,-4,-3
B5,9,0,-4,-3
A4,8,0,-4,-3
B5,7,-1,-5,-3
A5,8,-Infinity,-5,-3
B2,9,Infinity,-5,-3
A2,10,12,-5,-3
B2,9,12,-5,-3
A3,10,12,-5,-3
B2,9,12,-5,-3
A5,8,12,-5,-3
B5,7,-1,-5,-3
A5,6,-1,-5,-3
B4,5,-3,-5,-3
A5,4,-3,-3,2
B5,5,Infinity,-3,2
A2,6,-Infinity,-3,2
B2,7,Infinity,-3,2
A3,8,Infinity,-3,2
A2,8,Infinity,-3,2
A4,8,-Infinity,-3,2
B2,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-5,-3,2
A2,10,-5,-3,2
B2,9,-5,-3,2
A4,8,-5,-3,2
B3,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-5,-3,2
A2,10,-5,-3,2
B3,9,-5,-3,2
A4,8,-5,-3,2
B4,9,Infinity,-3,2
A2,10,-1,-3,2
B4,9,-1,-3,-1
A3,10,Infinity,-3,-1
A2,10,-2,-3,-1
A3,10,-2,-3,-2
A5,10,Infinity,-3,-2
A2,10,-3,-3,-2
A5,10,-3,-3,-2
A3,10,-3,-3,-2
B4,9,-3,-3,-1
A4,8,-3,-3,2
B5,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-5,-3,2
A2,10,-5,-3,2
B5,9,-5,-3,2
A4,8,-3,-3,2
A2,8,-3,-3,2
A3,8,-3,-3,2
B2,7,-3,-3,2
A2,6,-3,-3,2
B3,7,-Infinity,-3,2
B2,7,Infinity,-3,2
A3,8,Infinity,-3,2
A2,8,Infinity,-3,2
A4,8,-Infinity,-3,2
B2,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-4,-3,2
A2,10,-4,-3,2
B2,9,-4,-3,2
A4,8,-4,-3,2
B3,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-5,-3,2
A2,10,-5,-3,2
B3,9,-5,-3,2
A4,8,-4,-3,2
B4,9,Infinity,-3,2
A2,10,-2,-3,2
B4,9,-2,-3,-2
A3,10,Infinity,-3,-2
A2,10,-3,-3,-2
A3,10,-3,-3,-2
B4,9,-3,-3,-2
A4,8,-3,-3,2
B5,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,Infinity,-3,2
A2,10,Infinity,-3,2
A4,10,-7,-3,2
A2,10,-7,-3,2
A3,10,-7,-3,2
A2,10,-7,-3,2
B5,9,-7,-3,2
A4,8,-3,-3,2
A2,8,-3,-3,2
A3,8,-3,-3,2
B2,7,-3,-3,2
B3,7,-3,-3,2
B4,7,Infinity,-3,2
A2,8,Infinity,-3,2
A4,8,-Infinity,-3,2
B2,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,1,-3,2
A2,10,1,-3,1
A5,10,1,-3,1
A2,10,1,-3,1
B2,9,1,-3,1
A3,10,3,-3,1
B2,9,1,-3,1
A5,10,2,-3,1
B2,9,1,-3,1
A4,8,1,1,2
B3,9,Infinity,1,2
A2,10,Infinity,1,2
A3,10,-4,1,2
A2,10,-4,1,2
B3,9,-4,1,2
A4,8,1,1,2
B5,9,Infinity,1,2
A2,10,Infinity,1,2
A3,10,Infinity,1,2
A2,10,Infinity,1,2
A4,10,-2,1,2
A2,10,-2,1,2
A3,10,-2,1,2
A2,10,-2,1,2
B5,9,-2,1,2
A4,8,1,1,2
A2,8,1,-3,1
A5,8,-Infinity,-3,1
B5,9,-12,-3,1
A5,8,-12,-3,1
A2,8,-12,-3,1
B4,7,-12,-3,2
B3,7,-3,-3,2
B5,7,Infinity,-3,2
A3,8,Infinity,-3,2
A2,8,Infinity,-3,2
A4,8,-Infinity,-3,2
B2,9,-Infinity,-3,2
B3,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-2,-3,2
A2,10,-2,-3,-2
A5,10,Infinity,-3,-2
A2,10,Infinity,-3,-2
A3,10,Infinity,-3,-2
A2,10,Infinity,-3,-2
A4,10,8,-3,-2
A2,10,8,-3,-2
A3,10,8,-3,-2
A4,10,-5,-3,-2
A3,10,-5,-3,-2
A2,10,-5,-3,-2
A5,10,-5,-3,-2
A2,10,-5,-3,-2
B3,9,-5,-3,2
B2,9,-5,-3,2
B4,9,Infinity,-3,2
A2,10,0,-3,2
B4,9,0,-3,0
A3,10,Infinity,-3,0
A2,10,-1,-3,0
A3,10,-1,-3,-1
A4,10,-4,-3,-1
A3,10,-4,-3,-1
B4,9,-4,-3,0
B2,9,-4,-3,2
B5,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-1,-3,2
A2,10,-1,-3,-1
A5,10,-1,-3,-1
A2,10,-1,-3,-1
B5,9,-1,-3,-1
A3,10,1,-3,-1
B5,9,-1,-3,-1
A5,10,0,-3,-1
B5,9,-1,-3,-1
B2,9,-1,-1,2
A4,8,-1,-1,2
B3,9,Infinity,-1,2
A2,10,Infinity,-1,2
A3,10,-7,-1,2
A2,10,-7,-1,2
B3,9,-7,-1,2
A4,8,-1,-1,2
B4,9,Infinity,-1,2
A2,10,1,-1,2
B4,9,1,-1,1
A3,10,Infinity,-1,1
A2,10,0,-1,1
A3,10,0,-1,0
A5,10,0,-1,0
A3,10,0,-1,0
B4,9,0,-1,0
A5,10,1,-1,0
B4,9,0,-1,0
A4,8,0,0,2
B5,9,-Infinity,0,2
B2,9,-Infinity,0,2
B3,9,Infinity,0,2
A2,10,Infinity,0,2
A3,10,-1,0,2
A2,10,-1,0,2
B3,9,-1,0,2
B2,9,-1,0,2
B4,9,Infinity,0,2
A2,10,1,0,2
B4,9,1,0,1
A3,10,Infinity,0,1
A2,10,0,0,1
A3,10,0,0,1
B4,9,0,0,1
B2,9,0,0,2
B5,9,-Infinity,0,2
B3,9,Infinity,0,2
A2,10,Infinity,0,2
A3,10,16,0,2
A2,10,16,0,2
B3,9,16,0,2
A3,10,7,0,2
B3,9,7,0,2
B5,9,7,0,2
B2,9,7,0,2
B5,9,7,0,2
A4,8,7,0,2
A2,8,7,-3,2
A5,8,-Infinity,-3,2
B4,9,Infinity,-3,2
A2,10,Infinity,-3,2
A4,10,-2,-3,2
A2,10,-2,-3,-2
A5,10,-1,-3,-2
A2,10,-2,-3,-2
B4,9,-2,-3,-2
A4,10,-1,-3,-2
B4,9,-2,-3,-2
A5,10,0,-3,-2
B4,9,-2,-3,-2
A5,8,-2,-2,2
A2,8,-2,-3,-2
A3,8,-2,-3,-2
A4,8,-Infinity,-3,-2
B2,9,-Infinity,-3,-2
B3,9,Infinity,-3,-2
A2,10,0,-3,-2
B3,9,0,-3,-2
A3,10,1,-3,-2
B3,9,0,-3,-2
A5,10,Infinity,-3,-2
A2,10,-1,-3,-2
A5,10,-1,-3,-2
A3,10,Infinity,-3,-2
A2,10,-2,-3,-2
A3,10,-2,-3,-2
A4,10,-2,-3,-2
A3,10,-2,-3,-2
A5,10,-2,-3,-2
A4,10,0,-3,-2
A5,10,-2,-3,-2
B3,9,-2,-3,-2
B2,9,-2,-3,-2
A4,8,-2,-3,-2
A3,8,-2,-3,-2
A5,8,-Infinity,-3,-2
B2,9,Infinity,-3,-2
A2,10,1,-3,-2
B2,9,1,-3,-2
A3,10,2,-3,-2
B2,9,1,-3,-2
A4,10,-10,-3,-2
B2,9,-10,-3,-2
A5,8,-10,-3,-2
B4,9,Infinity,-3,-2
A2,10,4,-3,-2
B4,9,4,-3,-2
A4,10,4,-3,-2
B4,9,4,-3,-2
A5,10,5,-3,-2
B4,9,4,-3,-2
A5,8,4,-3,-2
A3,8,-2,-3,-2
B5,7,-2,-3,-2
A4,8,-Infinity,-3,-2
B2,9,-Infinity,-3,-2
B3,9,Infinity,-3,-2
A2,10,Infinity,-3,-2
A3,10,0,-3,-2
A2,10,0,-3,-2
A5,10,Infinity,-3,-2
A2,10,Infinity,-3,-2
A3,10,-2,-3,-2
A2,10,-2,-3,-2
A4,10,-1,-3,-2
A2,10,-2,-3,-2
A5,10,-2,-3,-2
A3,10,-1,-3,-2
A5,10,-2,-3,-2
A4,10,0,-3,-2
A5,10,-2,-3,-2
A2,10,-2,-3,-2
B3,9,-2,-3,-2
A3,10,1,-3,-2
B3,9,-2,-3,-2
A5,10,Infinity,-3,-2
A2,10,0,-3,-2
A5,10,0,-3,-2
A3,10,0,-3,-2
A5,10,0,-3,-2
A4,10,1,-3,-2
A5,10,0,-3,-2
B3,9,-2,-3,-2
B2,9,-2,-3,-2
A4,8,-2,-3,-2
B5,7,-2,-3,-2
A5,8,-Infinity,-3,-2
B4,9,Infinity,-3,-2
A2,10,Infinity,-3,-2
A4,10,2,-3,-2
A2,10,2,-3,-2
A5,10,3,-3,-2
A2,10,2,-3,-2
B4,9,2,-3,-2
A4,10,3,-3,-2
B4,9,2,-3,-2
A5,10,4,-3,-2
B4,9,2,-3,-2
A5,8,2,-3,-2
B5,7,-2,-3,-2
B3,7,-2,-2,2
A2,6,-2,-2,2
B4,7,Infinity,-2,2
A2,8,Infinity,-2,2
A3,8,-Infinity,-2,2
B2,9,Infinity,-2,2
A2,10,Infinity,-2,2
A4,10,-5,-2,2
A2,10,-5,-2,2
B2,9,-5,-2,2
A3,8,-5,-2,2
B3,9,-Infinity,-2,2
B2,9,Infinity,-2,2
A2,10,Infinity,-2,2
A4,10,-5,-2,2
A2,10,-5,-2,2
B2,9,-5,-2,2
B3,9,-5,-2,2
B4,9,Infinity,-2,2
A2,10,Infinity,-2,2
A4,10,-4,-2,2
A2,10,-4,-2,2
B4,9,-4,-2,2
B3,9,-4,-2,2
B5,9,Infinity,-2,2
A2,10,Infinity,-2,2
A4,10,-1,-2,2
A2,10,-1,-2,-1
A5,10,Infinity,-2,-1
A2,10,Infinity,-2,-1
A3,10,-8,-2,-1
A2,10,-8,-2,-1
A5,10,-8,-2,-1
A2,10,-8,-2,-1
B5,9,-8,-2,2
B3,9,-4,-2,2
A3,8,-4,-2,2
B5,9,Infinity,-2,2
A2,10,Infinity,-2,2
A4,10,-4,-2,2
A2,10,-4,-2,2
B5,9,-4,-2,2
A3,8,-4,-2,2
A2,8,-4,-2,2
B4,7,-4,-2,2
A2,6,-2,-2,2
B5,7,-Infinity,-2,2
B2,7,Infinity,-2,2
A3,8,Infinity,-2,2
A2,8,Infinity,-2,2
A4,8,-Infinity,-2,2
B2,9,Infinity,-2,2
A2,10,Infinity,-2,2
A3,10,12,-2,2
A2,10,12,-2,2
B2,9,12,-2,2
A3,10,-1,-2,2
B2,9,-1,-2,-1
A4,8,-1,-1,2
B3,9,Infinity,-1,2
A2,10,Infinity,-1,2
A3,10,-3,-1,2
A2,10,-3,-1,2
B3,9,-3,-1,2
A4,8,-1,-1,2
B4,9,Infinity,-1,2
A2,10,1,-1,2
B4,9,1,-1,1
A3,10,Infinity,-1,1
A2,10,0,-1,1
A3,10,0,-1,0
A5,10,0,-1,0
A3,10,0,-1,0
B4,9,0,-1,0
A5,10,1,-1,0
B4,9,0,-1,0
A4,8,0,0,2
A2,8,0,-2,0
A3,8,0,-2,0
A4,8,-Infinity,-2,0
B2,9,Infinity,-2,0
A2,10,-1,-2,0
B2,9,-1,-2,-1
A3,10,0,-2,-1
B2,9,-1,-2,-1
A4,8,-1,-1,0
B3,9,Infinity,-1,0
A2,10,0,-1,0
B3,9,0,-1,0
A3,10,1,-1,0
B3,9,0,-1,0
A4,10,1,-1,0
B3,9,0,-1,0
A5,10,1,-1,0
B3,9,0,-1,0
A4,8,0,-1,0
A3,8,0,-2,0
B2,7,0,-2,0
A4,8,-Infinity,-2,0
B2,9,Infinity,-2,0
A2,10,Infinity,-2,0
A3,10,-1,-2,0
A2,10,-1,-2,-1
B2,9,-1,-2,-1
A3,10,0,-2,-1
B2,9,-1,-2,-1
A4,8,-1,-1,0
B3,9,Infinity,-1,0
A2,10,Infinity,-1,0
A3,10,0,-1,0
A2,10,0,-1,0
A4,10,1,-1,0
A2,10,0,-1,0
A5,10,1,-1,0
A2,10,0,-1,0
B3,9,0,-1,0
A3,10,1,-1,0
B3,9,0,-1,0
A4,10,2,-1,0
B3,9,0,-1,0
A5,10,2,-1,0
B3,9,0,-1,0
A4,8,0,-1,0
B2,7,0,-2,0
B5,7,0,0,2
B3,7,-Infinity,0,2
B2,7,Infinity,0,2
A3,8,Infinity,0,2
A2,8,Infinity,0,2
A4,8,-Infinity,0,2
B2,9,Infinity,0,2
A2,10,Infinity,0,2
A3,10,-3,0,2
A2,10,-3,0,2
B2,9,-3,0,2
A4,8,-3,0,2
B3,9,Infinity,0,2
A2,10,Infinity,0,2
A3,10,-4,0,2
A2,10,-4,0,2
B3,9,-4,0,2
A4,8,-3,0,2
B4,9,Infinity,0,2
A2,10,-1,0,2
B4,9,-1,0,2
A4,8,-1,0,2
B5,9,Infinity,0,2
A2,10,Infinity,0,2
A3,10,-3,0,2
A2,10,-3,0,2
B5,9,-3,0,2
A4,8,-1,0,2
A2,8,-1,0,2
A3,8,-1,0,2
B2,7,-1,0,2
B3,7,-1,0,2
B4,7,Infinity,0,2
A2,8,Infinity,0,2
A4,8,-Infinity,0,2
B2,9,Infinity,0,2
A2,10,Infinity,0,2
A3,10,2,0,2
A2,10,2,0,2
A5,10,2,0,2
A2,10,2,0,2
B2,9,2,0,2
A3,10,4,0,2
B2,9,2,0,2
A5,10,3,0,2
B2,9,2,0,2
A4,8,2,0,2
A2,8,2,0,2
A5,8,-Infinity,0,2
B5,9,-10,0,2
A5,8,-10,0,2
A2,8,-10,0,2
B4,7,-10,0,2
B3,7,-1,0,2
B5,7,-Infinity,0,2
B2,7,Infinity,0,2
A3,8,Infinity,0,2
A2,8,Infinity,0,2
A4,8,-Infinity,0,2
B2,9,Infinity,0,2
A2,10,Infinity,0,2
A3,10,12,0,2
A2,10,12,0,2
B2,9,12,0,2
A3,10,1,0,2
B2,9,1,0,1
A4,8,1,1,2
B3,9,Infinity,1,2
A2,10,Infinity,1,2
A3,10,10,1,2
A2,10,10,1,2
B3,9,10,1,2
A3,10,2,1,2
B3,9,2,1,2
A4,8,2,1,2
A2,8,2,0,2
A3,8,2,0,2
A4,8,-Infinity,0,2
B2,9,Infinity,0,2
A2,10,1,0,2
B2,9,1,0,1
A3,10,2,0,1
B2,9,1,0,1
A4,8,1,1,2
B3,9,Infinity,1,2
A2,10,2,1,2
B3,9,2,1,2
A3,10,3,1,2
B3,9,2,1,2
A4,8,2,1,2
A3,8,2,0,2
B2,7,2,0,2
A4,8,-Infinity,0,2
B2,9,Infinity,0,2
A2,10,Infinity,0,2
A3,10,1,0,2
A2,10,1,0,1
B2,9,1,0,1
A3,10,2,0,1
B2,9,1,0,1
A4,8,1,1,2
B3,9,Infinity,1,2
A2,10,Infinity,1,2
A3,10,2,1,2
A2,10,2,1,2
B3,9,2,1,2
A3,10,3,1,2
B3,9,2,1,2
A4,8,2,1,2
B2,7,2,0,2
B5,7,2,0,2
B3,7,2,0,2
B5,7,2,0,2
A2,6,2,-2,2
B5,5,2,-3,2
A3,6,Infinity,-3,2
A2,6,-Infinity,-3,2
B2,7,Infinity,-3,2
A4,8,-Infinity,-3,2
B2,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-8,-3,2
A2,10,-8,-3,2
B2,9,-8,-3,2
A4,8,-8,-3,2
B3,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-9,-3,2
A2,10,-9,-3,2
B3,9,-9,-3,2
A4,8,-8,-3,2
B4,9,Infinity,-3,2
A2,10,-4,-3,2
B4,9,-4,-3,2
A4,8,-4,-3,2
B5,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,-8,-3,2
A2,10,-8,-3,2
B5,9,-8,-3,2
A4,8,-4,-3,2
B2,7,-4,-3,2
A2,6,-4,-3,2
B4,7,Infinity,-3,2
A2,8,Infinity,-3,2
A3,8,-Infinity,-3,2
B5,9,-22,-3,2
A3,8,-22,-3,2
A2,8,-22,-3,2
B4,7,-22,-3,2
A2,6,-4,-3,2
B5,7,-Infinity,-3,2
B2,7,Infinity,-3,2
A4,8,-Infinity,-3,2
B2,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,6,-3,2
A2,10,6,-3,2
B2,9,6,-3,2
A3,10,-4,-3,2
B2,9,-4,-3,2
A4,8,-4,-3,2
B3,9,Infinity,-3,2
A2,10,Infinity,-3,2
A3,10,4,-3,2
A2,10,4,-3,2
B3,9,4,-3,2
A3,10,-3,-3,2
B3,9,-3,-3,2
A4,8,-3,-3,2
B4,9,Infinity,-3,2
A2,10,-2,-3,2
B4,9,-2,-3,-2
A3,10,Infinity,-3,-2
A2,10,-3,-3,-2
A3,10,-3,-3,-2
B4,9,-3,-3,-2
A4,8,-3,-3,2
B2,7,-3,-3,2
B5,7,-3,-3,2
B4,7,Infinity,-3,2
A2,8,Infinity,-3,2
A3,8,-Infinity,-3,2
B5,9,-20,-3,2
A3,8,-20,-3,2
A2,8,-20,-3,2
B4,7,-20,-3,2
B5,7,-3,-3,2
A2,6,-3,-3,2
A3,6,-3,-3,2
B5,5,-3,-3,2
A5,4,-3,-3,2
B2,3,-3,-Infinity,-3
A3,2,-3,-3,6
B3,3,Infinity,-3,6
A2,4,-Infinity,-3,6
B2,5,Infinity,-3,6
A4,6,-Infinity,-3,6
B2,7,Infinity,-3,6
A2,8,Infinity,-3,6
A3,8,-Infinity,-3,6
B3,9,Infinity,-3,6
A5,10,-3,-3,6
B3,9,-3,-3,6
A3,8,-3,-3,6
B4,9,Infinity,-3,6
A2,10,Infinity,-3,6
A3,10,-3,-3,6
A2,10,-3,-3,6
B4,9,-3,-3,6
A3,8,-3,-3,6
B5,9,Infinity,-3,6
A2,10,Infinity,-3,6
A3,10,-5,-3,6
A2,10,-5,-3,6
B5,9,-5,-3,6
A3,8,-3,-3,6
A2,8,-3,-3,6
B2,7,-3,-3,6
A4,6,-3,-3,6
B3,7,-Infinity,-3,6
B2,7,Infinity,-3,6
A2,8,Infinity,-3,6
A5,8,-Infinity,-3,6
B2,9,Infinity,-3,6
A2,10,Infinity,-3,6
A4,10,18,-3,6
A2,10,18,-3,6
B2,9,18,-3,6
A4,10,1,-3,6
B2,9,1,-3,1
A5,8,1,1,6
B4,9,Infinity,1,6
A2,10,0,1,6
B4,9,0,1,6
A5,8,1,1,6
B5,9,Infinity,1,6
A2,10,0,1,6
B5,9,0,1,6
A5,8,1,1,6
A2,8,1,-3,1
B2,7,1,-3,1
A5,8,-Infinity,-3,1
B2,9,Infinity,-3,1
A2,10,2,-3,1
B2,9,2,-3,1
A4,10,2,-3,1
B2,9,2,-3,1
A5,8,2,-3,1
B2,7,1,-3,1
B3,7,1,1,6
B4,7,Infinity,1,6
A2,8,-Infinity,1,6
B2,9,Infinity,1,6
A3,10,Infinity,1,6
A2,10,Infinity,1,6
A4,10,-5,1,6
A2,10,-5,1,6
A3,10,-5,1,6
B2,9,-5,1,6
A2,8,-5,1,6
B3,9,Infinity,1,6
A3,10,Infinity,1,6
A2,10,Infinity,1,6
A4,10,-3,1,6
A2,10,-3,1,6
A3,10,-3,1,6
B3,9,-3,1,6
A2,8,-3,1,6
B4,9,Infinity,1,6
A3,10,Infinity,1,6
A2,10,Infinity,1,6
A4,10,-4,1,6
A2,10,-4,1,6
A3,10,-4,1,6
B4,9,-4,1,6
A2,8,-3,1,6
B5,9,-Infinity,1,6
B2,9,-Infinity,1,6
B3,9,-Infinity,1,6
B4,9,Infinity,1,6
A2,10,Infinity,1,6
A3,10,3,1,6
A2,10,3,1,3
A4,10,Infinity,1,3
A2,10,Infinity,1,3
A3,10,1,1,3
A2,10,1,1,3
A4,10,1,1,3
A2,10,1,1,3
B4,9,1,1,6
B3,9,1,1,6
B5,9,Infinity,1,6
A2,10,Infinity,1,6
A3,10,3,1,6
A2,10,3,1,3
A4,10,Infinity,1,3
A2,10,Infinity,1,3
A3,10,1,1,3
A2,10,1,1,3
